3000.2500 1.561912e-13
3000.7500 1.561254e-13
3001.2500 1.560598e-13
3001.7500 1.559940e-13
3002.2500 1.559282e-13
3002.7500 1.558628e-13
3003.2500 1.557970e-13
3003.7500 1.557314e-13
3004.2500 1.556660e-13
3004.7500 1.556002e-13
3005.2500 1.555350e-13
3005.7500 1.554690e-13
3006.2500 1.554040e-13
3006.7500 1.553390e-13
3007.2500 1.552730e-13
3007.7500 1.552080e-13
3008.2500 1.551430e-13
3008.7500 1.550780e-13
3009.2500 1.550130e-13
3009.7500 1.549480e-13
3010.2500 1.548822e-13
3010.7500 1.548170e-13
3011.2500 1.547520e-13
3011.7500 1.546876e-13
3012.2500 1.546230e-13
3012.7500 1.545580e-13
3013.2500 1.544930e-13
3013.7500 1.544290e-13
3014.2500 1.543640e-13
3014.7500 1.542998e-13
3015.2500 1.542350e-13
3015.7500 1.541704e-13
3016.2500 1.541060e-13
3016.7500 1.540410e-13
3017.2500 1.539770e-13
3017.7500 1.539120e-13
3018.2500 1.538480e-13
3018.7500 1.537834e-13
3019.2500 1.537190e-13
3019.7500 1.536548e-13
3020.2500 1.535906e-13
3020.7500 1.535262e-13
3021.2500 1.534622e-13
3021.7500 1.533980e-13
3022.2500 1.533340e-13
3022.7500 1.532700e-13
3023.2500 1.532062e-13
3023.7500 1.531422e-13
3024.2500 1.530784e-13
3024.7500 1.530144e-13
3025.2500 1.529506e-13
3025.7500 1.528868e-13
3026.2500 1.528232e-13
3026.7500 1.527596e-13
3027.2500 1.526958e-13
3027.7500 1.526324e-13
3028.2500 1.525686e-13
3028.7500 1.525052e-13
3029.2500 1.524416e-13
3029.7500 1.523784e-13
3030.2500 1.523146e-13
3030.7500 1.522514e-13
3031.2500 1.521880e-13
3031.7500 1.521246e-13
3032.2500 1.520614e-13
3032.7500 1.519980e-13
3033.2500 1.519350e-13
3033.7500 1.518716e-13
3034.2500 1.518084e-13
3034.7500 1.517454e-13
3035.2500 1.516824e-13
3035.7500 1.516192e-13
3036.2500 1.515562e-13
3036.7500 1.514932e-13
3037.2500 1.514302e-13
3037.7500 1.513674e-13
3038.2500 1.513046e-13
3038.7500 1.512418e-13
3039.2500 1.511788e-13
3039.7500 1.511162e-13
3040.2500 1.510532e-13
3040.7500 1.509908e-13
3041.2500 1.509282e-13
3041.7500 1.508654e-13
3042.2500 1.508028e-13
3042.7500 1.507402e-13
3043.2500 1.506778e-13
3043.7500 1.506152e-13
3044.2500 1.505532e-13
3044.7500 1.504908e-13
3045.2500 1.504282e-13
3045.7500 1.503662e-13
3046.2500 1.503038e-13
3046.7500 1.502416e-13
3047.2500 1.501794e-13
3047.7500 1.501172e-13
3048.2500 1.500550e-13
3048.7500 1.499928e-13
3049.2500 1.499308e-13
3049.7500 1.498688e-13
3050.2500 1.498068e-13
3050.7500 1.497448e-13
3051.2500 1.496828e-13
3051.7500 1.496210e-13
3052.2500 1.495592e-13
3052.7500 1.494974e-13
3053.2500 1.494356e-13
3053.7500 1.493740e-13
3054.2500 1.493126e-13
3054.7500 1.492510e-13
